uidds,id,name,description,category,assetType,createdAt,publicationDate,rowsUpdatedAt,viewLastModified,viewCount,downloadCount,totalTimesRated,averageRating,numberOfComments,publicationStage,provenance,displayType,viewType,locked,hideFromCatalog,attribution,attributionLink,license_name,licenseId,owner_id,owner_displayName,owner_screenName,tableAuthor_id,tableAuthor_displayName,oid,tableId,rowsUpdatedBy,tags,num_columns,column_names,column_descriptions,column_data_types,column_field_names,column_positions,column_ids,departament,tipus_actor,frequencia_actualitzacio,idioma,dataset_name_en,dataset_name_es,ambit_geografic,columns_json
irrv-2mfc,irrv-2mfc,Processos electorals - Participació,"Dades de participació en els processos electorals celebrats a Catalunya (cens, nombre de votants, vots nuls, vots en blanc, vots vàlids,...)",Sector Públic,dataset,1573034242,1648804777,1750409463,1758534456,4417,1056,0,0,0,published,official,table,tabular,false,false,Subdirecció General de Processos Electorals i Democràcia Directa,https://administraciodigital.gencat.cat/ca/dades/dades-obertes/informacio-practica/llicencies/,See Terms of Use,SEE_TERMS_OF_USE,a4b5-gx6v,Dades Obertes Catalunya,Dades Obertes Catalunya,a4b5-gx6v,Dades Obertes Catalunya,2282931,1552310,swga-9mh5,"eleccions, procés electoral, participació, ods16_pau justícies i institucions sòlides",24,INDEX_AUTONUMERIC | ID_ELECCIO | NOM_ELECCIO | ID_NIVELL_TERRITORIAL | NOM_NIVELL_TERRITORIAL | TERRITORI_CODI | TERRITORI_NOM | DISTRICTE | SECCIO | MESA | CENS_ELECTORAL | PADRO | ESCONS | NOMBRE_MESES | VOTANTS | ABSTENCIO | VOTS_NULS | VOTS_BLANCS | VOTS_CANDIDATURES | VOTS_VALIDS | VOTS_PRIMER_AVAN | HORA_PRIMER_AVAN | VOTS_SEGON_AVAN | HORA_SEGON_AVAN,"Índex autonumèric del dataset | Identificador de l'elecció (Tipus+Any+Seqüencial) | Nom del procés electoral | Identificador del nivell territorial (Municipi, Vegueria, Comarca...) | Nom del nivell territorial del registre (Municipi, Comarca...) | Codi del territori | Nom del territori | Districte electoral | Secció electoral | Mesa electoral | Cens del territori | Padró d'habitants del territori | Escons a escollir a la circumscripció | Nombre de meses electorals  | Nombre de votants | Nombre de persones que s'han abstingut | Vots nuls | Vots en blanc | Vots a candidatures | Vots vàlids (a candidatures + en blanc) | Votants al primer avanç de participació | Hora del primer avanç de participació | Votants al segon avanç de participació | Hora del segon avanç de participació",text | text | text | text | text | text | text | text | text | text | number | number | number | number | number | number | number | number | number | number | number | text | number | text,index_autonumeric | id_eleccio | nom_eleccio | id_nivell_territorial | nom_nivell_territorial | territori_codi | territori_nom | districte | seccio | mesa | cens_electoral | padro | escons | nombre_meses | votants | abstencio | vots_nuls | vots_blancs | vots_candidatures | vots_valids | vots_primer_avan | hora_primer_avan | vots_segon_avan | hora_segon_avan,1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10 | 11 | 12 | 13 | 14 | 15 | 16 | 17 | 18 | 19 | 20 | 21 | 22 | 23 | 24,21215847 | 21215848 | 21215849 | 21215850 | 21215851 | 21215852 | 21215853 | 21215854 | 21215855 | 21215856 | 21215857 | 21215858 | 21215859 | 21215860 | 21215861 | 21215862 | 21215863 | 21215864 | 21215865 | 21215866 | 21215867 | 21215868 | 21215869 | 21215870,Justícia i Qualitat Democràtica,Generalitat de Catalunya,Variable,Català,Elections - Participation,Procesos electorales - Participación,Catalunya,"[{""id"": 21215847, ""name"": ""INDEX_AUTONUMERIC"", ""dataTypeName"": ""text"", ""description"": ""Índex autonumèric del dataset"", ""fieldName"": ""index_autonumeric"", ""position"": 1, ""renderTypeName"": ""text"", ""tableColumnId"": 14002758, ""format"": {}}, {""id"": 21215848, ""name"": ""ID_ELECCIO"", ""dataTypeName"": ""text"", ""description"": ""Identificador de l'elecció (Tipus+Any+Seqüencial)"", ""fieldName"": ""id_eleccio"", ""position"": 2, ""renderTypeName"": ""text"", ""tableColumnId"": 8104550, ""format"": {}}, {""id"": 21215849, ""name"": ""NOM_ELECCIO"", ""dataTypeName"": ""text"", ""description"": ""Nom del procés electoral"", ""fieldName"": ""nom_eleccio"", ""position"": 3, ""renderTypeName"": ""text"", ""tableColumnId"": 8104551, ""format"": {}}, {""id"": 21215850, ""name"": ""ID_NIVELL_TERRITORIAL"", ""dataTypeName"": ""text"", ""description"": ""Identificador del nivell territorial (Municipi, Vegueria, Comarca...)"", ""fieldName"": ""id_nivell_territorial"", ""position"": 4, ""renderTypeName"": ""text"", ""tableColumnId"": 8104552, ""format"": {}}, {""id"": 21215851, ""name"": ""NOM_NIVELL_TERRITORIAL"", ""dataTypeName"": ""text"", ""description"": ""Nom del nivell territorial del registre (Municipi, Comarca...)"", ""fieldName"": ""nom_nivell_territorial"", ""position"": 5, ""renderTypeName"": ""text"", ""tableColumnId"": 8104553, ""format"": {}}, {""id"": 21215852, ""name"": ""TERRITORI_CODI"", ""dataTypeName"": ""text"", ""description"": ""Codi del territori"", ""fieldName"": ""territori_codi"", ""position"": 6, ""renderTypeName"": ""text"", ""tableColumnId"": 8104566, ""format"": {}}, {""id"": 21215853, ""name"": ""TERRITORI_NOM"", ""dataTypeName"": ""text"", ""description"": ""Nom del territori"", ""fieldName"": ""territori_nom"", ""position"": 7, ""renderTypeName"": ""text"", ""tableColumnId"": 8104554, ""format"": {}}, {""id"": 21215854, ""name"": ""DISTRICTE"", ""dataTypeName"": ""text"", ""description"": ""Districte electoral"", ""fieldName"": ""districte"", ""position"": 8, ""renderTypeName"": ""text"", ""tableColumnId"": 8104560, ""format"": {}}, {""id"": 21215855, ""name"": ""SECCIO"", ""dataTypeName"": ""text"", ""description"": ""Secció electoral"", ""fieldName"": ""seccio"", ""position"": 9, ""renderTypeName"": ""text"", ""tableColumnId"": 8104568, ""format"": {}}, {""id"": 21215856, ""name"": ""MESA"", ""dataTypeName"": ""text"", ""description"": ""Mesa electoral"", ""fieldName"": ""mesa"", ""position"": 10, ""renderTypeName"": ""text"", ""tableColumnId"": 8104555, ""format"": {}}, {""id"": 21215857, ""name"": ""CENS_ELECTORAL"", ""dataTypeName"": ""number"", ""description"": ""Cens del territori"", ""fieldName"": ""cens_electoral"", ""position"": 11, ""renderTypeName"": ""number"", ""tableColumnId"": 8104571, ""format"": {""noCommas"": ""true""}}, {""id"": 21215858, ""name"": ""PADRO"", ""dataTypeName"": ""number"", ""description"": ""Padró d'habitants del territori"", ""fieldName"": ""padro"", ""position"": 12, ""renderTypeName"": ""number"", ""tableColumnId"": 8104569, ""format"": {""noCommas"": ""true""}}, {""id"": 21215859, ""name"": ""ESCONS"", ""dataTypeName"": ""number"", ""description"": ""Escons a escollir a la circumscripció"", ""fieldName"": ""escons"", ""position"": 13, ""renderTypeName"": ""number"", ""tableColumnId"": 8104558, ""format"": {""noCommas"": ""true""}}, {""id"": 21215860, ""name"": ""NOMBRE_MESES"", ""dataTypeName"": ""number"", ""description"": ""Nombre de meses electorals "", ""fieldName"": ""nombre_meses"", ""position"": 14, ""renderTypeName"": ""number"", ""tableColumnId"": 8104563, ""format"": {""noCommas"": ""true""}}, {""id"": 21215861, ""name"": ""VOTANTS"", ""dataTypeName"": ""number"", ""description"": ""Nombre de votants"", ""fieldName"": ""votants"", ""position"": 15, ""renderTypeName"": ""number"", ""tableColumnId"": 8104559, ""format"": {""noCommas"": ""true""}}, {""id"": 21215862, ""name"": ""ABSTENCIO"", ""dataTypeName"": ""number"", ""description"": ""Nombre de persones que s'han abstingut"", ""fieldName"": ""abstencio"", ""position"": 16, ""renderTypeName"": ""number"", ""tableColumnId"": 8104565, ""format"": {""noCommas"": ""true""}}, {""id"": 21215863, ""name"": ""VOTS_NULS"", ""dataTypeName"": ""number"", ""description"": ""Vots nuls"", ""fieldName"": ""vots_nuls"", ""position"": 17, ""renderTypeName"": ""number"", ""tableColumnId"": 8104572, ""format"": {""noCommas"": ""true""}}, {""id"": 21215864, ""name"": ""VOTS_BLANCS"", ""dataTypeName"": ""number"", ""description"": ""Vots en blanc"", ""fieldName"": ""vots_blancs"", ""position"": 18, ""renderTypeName"": ""number"", ""tableColumnId"": 8104564, ""format"": {""noCommas"": ""true""}}, {""id"": 21215865, ""name"": ""VOTS_CANDIDATURES"", ""dataTypeName"": ""number"", ""description"": ""Vots a candidatures"", ""fieldName"": ""vots_candidatures"", ""position"": 19, ""renderTypeName"": ""number"", ""tableColumnId"": 8104567, ""format"": {""noCommas"": ""true""}}, {""id"": 21215866, ""name"": ""VOTS_VALIDS"", ""dataTypeName"": ""number"", ""description"": ""Vots vàlids (a candidatures + en blanc)"", ""fieldName"": ""vots_valids"", ""position"": 20, ""renderTypeName"": ""number"", ""tableColumnId"": 8104570, ""format"": {""noCommas"": ""true""}}, {""id"": 21215867, ""name"": ""VOTS_PRIMER_AVAN"", ""dataTypeName"": ""number"", ""description"": ""Votants al primer avanç de participació"", ""fieldName"": ""vots_primer_avan"", ""position"": 21, ""renderTypeName"": ""number"", ""tableColumnId"": 8104562, ""format"": {""noCommas"": ""true""}}, {""id"": 21215868, ""name"": ""HORA_PRIMER_AVAN"", ""dataTypeName"": ""text"", ""description"": ""Hora del primer avanç de participació"", ""fieldName"": ""hora_primer_avan"", ""position"": 22, ""renderTypeName"": ""text"", ""tableColumnId"": 8104556, ""format"": {}}, {""id"": 21215869, ""name"": ""VOTS_SEGON_AVAN"", ""dataTypeName"": ""number"", ""description"": ""Votants al segon avanç de participació"", ""fieldName"": ""vots_segon_avan"", ""position"": 23, ""renderTypeName"": ""number"", ""tableColumnId"": 8104561, ""format"": {""noCommas"": ""true""}}, {""id"": 21215870, ""name"": ""HORA_SEGON_AVAN"", ""dataTypeName"": ""text"", ""description"": ""Hora del segon avanç de participació"", ""fieldName"": ""hora_segon_avan"", ""position"": 24, ""renderTypeName"": ""text"", ""tableColumnId"": 8104557, ""format"": {}}]"
tgns-3xuy,tgns-3xuy,Processos electorals - Convocatòries,Llistat dels processos electorals disponibles a la plataforma.,Sector Públic,dataset,1573034378,1677155647,1718109360,1758534299,3710,744,0,0,0,published,official,table,tabular,false,false,Subdirecció General de Processos Electorals i Democràcia Directa,https://administraciodigital.gencat.cat/ca/dades/dades-obertes/informacio-practica/llicencies/,See Terms of Use,SEE_TERMS_OF_USE,a4b5-gx6v,Dades Obertes Catalunya,Dades Obertes Catalunya,a4b5-gx6v,Dades Obertes Catalunya,2589041,1751078,9rf2-9pth,"eleccions, procés electoral, processos, ods16_pau justícies i institucions sòlides",6,ID_ELECCIO | NOM_ELECCIO | CODI_TIPUS_ELECCIO | NOM_TIPUS_ELECCIO | DATA_ELECCIO | NIVELL_CIRCUMSCRIPCIO,"Identificador de l'elecció (Tipus+Any+Seqüencial) | Nom del procés electoral | Tipus de procés (Parlament, Municipals, Congrés...) | Nom del tipus de procés | Data del próces electoral | Nivell territorial de la circumscripció electoral",text | text | text | text | calendar_date | text,id_eleccio | nom_eleccio | codi_tipus_eleccio | nom_tipus_eleccio | data_eleccio | nivell_circumscripcio,1 | 2 | 3 | 4 | 5 | 6,23668151 | 23668152 | 23668153 | 23668154 | 23668155 | 23668156,Justícia i Qualitat Democràtica,Generalitat de Catalunya,Variable,Català,Elections - Electoral calls,Procesos electorales - Convocatorias,Catalunya,"[{""id"": 23668151, ""name"": ""ID_ELECCIO"", ""dataTypeName"": ""text"", ""description"": ""Identificador de l'elecció (Tipus+Any+Seqüencial)"", ""fieldName"": ""id_eleccio"", ""position"": 1, ""renderTypeName"": ""text"", ""tableColumnId"": 8104573, ""cachedContents"": {""non_null"": ""109"", ""largest"": ""V20231"", ""null"": ""0"", ""top"": [{""item"": ""A20121"", ""count"": ""1""}, {""item"": ""M20151"", ""count"": ""1""}, {""item"": ""S20192"", ""count"": ""1""}, {""item"": ""A19991"", ""count"": ""1""}, {""item"": ""G20081"", ""count"": ""1""}, {""item"": ""D19791"", ""count"": ""1""}, {""item"": ""A20211"", ""count"": ""1""}, {""item"": ""R19791"", ""count"": ""1""}, {""item"": ""E19991"", ""count"": ""1""}, {""item"": ""D20151"", ""count"": ""1""}, {""item"": ""M20191"", ""count"": ""1""}, {""item"": ""G20231"", ""count"": ""1""}, {""item"": ""A19881"", ""count"": ""1""}, {""item"": ""V19911"", ""count"": ""1""}, {""item"": ""V19951"", ""count"": ""1""}, {""item"": ""D20231"", ""count"": ""1""}, {""item"": ""D19991"", ""count"": ""1""}, {""item"": ""G20192"", ""count"": ""1""}, {""item"": ""S20041"", ""count"": ""1""}, {""item"": ""R19761"", ""count"": ""1""}], ""smallest"": ""A19801"", ""count"": ""109"", ""cardinality"": ""109""}, ""format"": {}}, {""id"": 23668152, ""name"": ""NOM_ELECCIO"", ""dataTypeName"": ""text"", ""description"": ""Nom del procés electoral"", ""fieldName"": ""nom_eleccio"", ""position"": 2, ""renderTypeName"": ""text"", ""tableColumnId"": 8104574, ""cachedContents"": {""non_null"": ""109"", ""largest"": ""Referèndum sobre l'OTAN 1986"", ""null"": ""0"", ""top"": [{""item"": ""Referèndum Reforma Política 1976"", ""count"": ""1""}, {""item"": ""Eleccions al Parlament Europeu 1987"", ""count"": ""1""}, {""item"": ""Eleccions al Consell General d'Aran 1999"", ""count"": ""1""}, {""item"": ""Eleccions als vocals de les juntes de veïns de les Entitats Municipals Descentralitzades 2023"", ""count"": ""1""}, {""item"": ""Eleccions Municipals 2007"", ""count"": ""1""}, {""item"": ""Eleccions al Congrés 2008"", ""count"": ""1""}, {""item"": ""Eleccions a Consells Comarcals 1987"", ""count"": ""1""}, {""item"": ""Eleccions a Consells Comarcals 1995"", ""count"": ""1""}, {""item"": ""Eleccions al Parlament de Catalunya 2021"", ""count"": ""1""}, {""item"": ""Referèndum Estatut Catalunya 1979"", ""count"": ""1""}, {""item"": ""Eleccions a Consells Comarcals 1988"", ""count"": ""1""}, {""item"": ""Eleccions al Congrés 1979"", ""count"": ""1""}, {""item"": ""Eleccions a Diputacions Provincials 2011"", ""count"": ""1""}, {""item"": ""Eleccions al Congrés 1982"", ""count"": ""1""}, {""item"": ""Eleccions Municipals 1995"", ""count"": ""1""}, {""item"": ""Referèndum Estatut Autonomia Catalunya 2006"", ""count"": ""1""}, {""item"": ""Eleccions Municipals 1987"", ""count"": ""1""}, {""item"": ""Eleccions al Consell General d'Aran 2007"", ""count"": ""1""}, {""item"": ""Eleccions al Parlament de Catalunya 1995"", ""count"": ""1""}, {""item"": ""Eleccions al Consell General d'Aran 2019"", ""count"": ""1""}], ""smallest"": ""Eleccions a Consells Comarcals 1987"", ""count"": ""109"", ""cardinality"": ""109""}, ""format"": {}}, {""id"": 23668153, ""name"": ""CODI_TIPUS_ELECCIO"", ""dataTypeName"": ""text"", ""description"": ""Tipus de procés (Parlament, Municipals, Congrés...)"", ""fieldName"": ""codi_tipus_eleccio"", ""position"": 3, ""renderTypeName"": ""text"", ""tableColumnId"": 8104575, ""cachedContents"": {""non_null"": ""109"", ""largest"": ""V"", ""null"": ""0"", ""top"": [{""item"": ""G"", ""count"": ""16""}, {""item"": ""S"", ""count"": ""16""}, {""item"": ""A"", ""count"": ""14""}, {""item"": ""D"", ""count"": ""12""}, {""item"": ""M"", ""count"": ""12""}, {""item"": ""C"", ""count"": ""11""}, {""item"": ""V"", ""count"": ""9""}, {""item"": ""E"", ""count"": ""9""}, {""item"": ""R"", ""count"": ""6""}, {""item"": ""T"", ""count"": ""2""}, {""item"": ""J"", ""count"": ""2""}], ""smallest"": ""A"", ""count"": ""109"", ""cardinality"": ""11""}, ""format"": {}}, {""id"": 23668154, ""name"": ""NOM_TIPUS_ELECCIO"", ""dataTypeName"": ""text"", ""description"": ""Nom del tipus de procés"", ""fieldName"": ""nom_tipus_eleccio"", ""position"": 4, ""renderTypeName"": ""text"", ""tableColumnId"": 8104576, ""cachedContents"": {""non_null"": ""109"", ""largest"": ""Referèndum"", ""null"": ""0"", ""top"": [{""item"": ""Eleccions al Congrés"", ""count"": ""16""}, {""item"": ""Eleccions al Senat"", ""count"": ""16""}, {""item"": ""Eleccions al Parlament de Catalunya"", ""count"": ""14""}, {""item"": ""Eleccions a Diputacions Provincials"", ""count"": ""12""}, {""item"": ""Eleccions Municipals"", ""count"": ""12""}, {""item"": ""Eleccions a Consells Comarcals"", ""count"": ""11""}, {""item"": ""Eleccions al Parlament Europeu"", ""count"": ""9""}, {""item"": ""Eleccions al Consell General d'Aran"", ""count"": ""9""}, {""item"": ""Referèndum"", ""count"": ""6""}, {""item"": ""Eleccions a la Presidència de les Entitats Municipals Descentralitzades"", ""count"": ""2""}, {""item"": ""Eleccions als vocals de les juntes de veïns de les Entitats Municipals Descentralitzades"", ""count"": ""2""}], ""smallest"": ""Eleccions a Consells Comarcals"", ""count"": ""109"", ""cardinality"": ""11""}, ""format"": {}}, {""id"": 23668155, ""name"": ""DATA_ELECCIO"", ""dataTypeName"": ""calendar_date"", ""description"": ""Data del próces electoral"", ""fieldName"": ""data_eleccio"", ""position"": 5, ""renderTypeName"": ""calendar_date"", ""tableColumnId"": 8104578, ""cachedContents"": {""non_null"": ""109"", ""largest"": ""2024-06-09T00:00:00.000"", ""null"": ""0"", ""top"": [{""item"": ""2023-05-28T00:00:00.000"", ""count"": ""6""}, {""item"": ""2019-05-26T00:00:00.000"", ""count"": ""6""}, {""item"": ""1999-06-13T00:00:00.000"", ""count"": ""5""}, {""item"": ""1987-06-10T00:00:00.000"", ""count"": ""4""}, {""item"": ""2003-05-25T00:00:00.000"", ""count"": ""4""}, {""item"": ""1991-05-26T00:00:00.000"", ""count"": ""4""}, {""item"": ""2015-05-24T00:00:00.000"", ""count"": ""4""}, {""item"": ""2007-05-27T00:00:00.000"", ""count"": ""4""}, {""item"": ""1995-05-28T00:00:00.000"", ""count"": ""4""}, {""item"": ""2011-05-22T00:00:00.000"", ""count"": ""4""}, {""item"": ""2019-04-28T00:00:00.000"", ""count"": ""2""}, {""item"": ""2004-03-14T00:00:00.000"", ""count"": ""2""}, {""item"": ""1979-04-03T00:00:00.000"", ""count"": ""2""}, {""item"": ""2015-12-20T00:00:00.000"", ""count"": ""2""}, {""item"": ""2000-03-12T00:00:00.000"", ""count"": ""2""}, {""item"": ""2011-11-20T00:00:00.000"", ""count"": ""2""}, {""item"": ""1989-10-29T00:00:00.000"", ""count"": ""2""}, {""item"": ""2019-11-10T00:00:00.000"", ""count"": ""2""}, {""item"": ""1983-05-08T00:00:00.000"", ""count"": ""2""}, {""item"": ""1979-03-01T00:00:00.000"", ""count"": ""2""}], ""smallest"": ""1976-12-15T00:00:00.000"", ""count"": ""109"", ""cardinality"": ""56""}, ""format"": {""view"": ""date_dmy""}}, {""id"": 23668156, ""name"": ""NIVELL_CIRCUMSCRIPCIO"", ""dataTypeName"": ""text"", ""description"": ""Nivell territorial de la circumscripció electoral"", ""fieldName"": ""nivell_circumscripcio"", ""position"": 6, ""renderTypeName"": ""text"", ""tableColumnId"": 8104577, ""cachedContents"": {""non_null"": ""94"", ""largest"": ""TR"", ""null"": ""15"", ""top"": [{""item"": ""PR"", ""count"": ""58""}, {""item"": ""MU"", ""count"": ""12""}, {""item"": ""CO"", ""count"": ""11""}, {""item"": ""TR"", ""count"": ""9""}, {""item"": ""EMD"", ""count"": ""4""}], ""smallest"": ""CO"", ""count"": ""109"", ""cardinality"": ""5""}, ""format"": {}}]"
